epoch,time,train_loss,val_loss,train_loss_q,train_loss_reg,val_loss_q,val_loss_reg
0,8.503133773803711,383.0648468017578,177.86981201171875,383.0561798095703,0.008661576360464097,177.8618927001953,0.007912729866802692
1,8.604346752166748,193.15930786132813,176.75173950195312,193.15117797851562,0.008131419494748115,176.7435760498047,0.008158231154084206
2,8.537955045700073,151.10677490234374,111.20917510986328,151.09783020019532,0.008944716490805148,111.19873809814453,0.010438062250614166
3,8.785754919052124,112.72866668701172,79.05516815185547,112.71562805175782,0.013039381615817547,79.03819274902344,0.01697704941034317
4,8.631210088729858,84.1328369140625,64.91758728027344,84.11467590332032,0.01816006563603878,64.89649963378906,0.02108411118388176
5,8.560945987701416,64.78258895874023,37.88227462768555,64.76002960205078,0.02255977801978588,37.860206604003906,0.022068742662668228
6,8.629337549209595,46.52404937744141,33.78559494018555,46.498494720458986,0.02555595450103283,33.760841369628906,0.02475455217063427
7,8.772716045379639,40.07489852905273,23.574848175048828,40.04966812133789,0.025231147930026055,23.55018424987793,0.024664849042892456
8,8.618663311004639,31.77874183654785,23.277542114257812,31.75421485900879,0.024527516961097718,23.256237030029297,0.021305538713932037
9,8.551668643951416,27.25944709777832,18.534982681274414,27.237033081054687,0.022413492575287818,18.513782501220703,0.0211999099701643
10,8.717394351959229,22.35463218688965,17.969831466674805,22.33351287841797,0.02111949399113655,17.949371337890625,0.02046099118888378
11,8.876431226730347,19.653726196289064,15.747791290283203,19.633871459960936,0.01985497325658798,15.727913856506348,0.01987731084227562
12,8.72389030456543,17.038035583496093,13.246856689453125,17.01867561340332,0.019359979405999185,13.226680755615234,0.020176313817501068
13,8.665037155151367,14.730690383911133,12.42869758605957,14.710723114013671,0.01996728666126728,12.408395767211914,0.02030177041888237
14,8.684664726257324,13.13594741821289,11.585800170898438,13.115492820739746,0.020454775542020798,11.565030097961426,0.020770251750946045
15,8.935713291168213,11.768796920776367,11.249812126159668,11.748932456970214,0.019864387437701227,11.23156452178955,0.018248042091727257
16,8.583184003829956,10.725467872619628,10.116846084594727,10.70659008026123,0.01887788400053978,10.096308708190918,0.020537102594971657
17,8.631890058517456,9.569427680969238,9.498698234558105,9.549882888793945,0.019544980302453042,9.480073928833008,0.018624452874064445
18,8.68726634979248,8.724614906311036,9.633589744567871,8.70678882598877,0.017825978994369506,9.61609935760498,0.01749010756611824
19,8.844828367233276,8.250292015075683,9.293181419372559,8.233636474609375,0.01665536072105169,9.277105331420898,0.016076071187853813
20,8.70152497291565,7.7614351272583,8.127184867858887,7.745210361480713,0.01622486189007759,8.109797477722168,0.017387742176651955
21,8.70042109489441,6.9917799949646,8.08803653717041,6.974948120117188,0.016831909492611884,8.07153606414795,0.01650053821504116
22,8.798726797103882,6.653019809722901,8.61772346496582,6.638484764099121,0.014535159058868884,8.60401725769043,0.01370597817003727
23,9.004246950149536,6.477032470703125,8.769733428955078,6.46431303024292,0.012719384767115116,8.756980895996094,0.012752477079629898
24,8.813206434249878,6.131868743896485,8.59255599975586,6.1196647644042965,0.012203967571258545,8.580418586730957,0.012137667275965214
25,8.683798551559448,5.68168830871582,8.906243324279785,5.669972038269043,0.011716211587190628,8.894564628601074,0.011679031886160374
26,8.650554180145264,5.539414501190185,9.378756523132324,5.527964019775391,0.011450583301484584,9.368139266967773,0.010617033578455448
27,8.932356119155884,5.467461776733399,9.271663665771484,5.457014846801758,0.010446951165795327,9.261326789855957,0.01033683679997921
28,8.740400075912476,5.110565185546875,9.769292831420898,5.099941825866699,0.010623282380402088,9.758758544921875,0.010534388944506645
29,8.697039127349854,4.907710170745849,9.987324714660645,4.897402667999268,0.010307591035962104,9.978083610534668,0.009240633808076382
30,8.591285228729248,4.8175914764404295,10.696513175964355,4.807821559906006,0.009769896045327187,10.686232566833496,0.010280143469572067
31,8.921263694763184,4.684158134460449,11.719358444213867,4.673752975463867,0.010405211336910724,11.709502220153809,0.00985666736960411
32,8.630134105682373,4.384510850906372,12.446484565734863,4.374745416641235,0.00976545736193657,12.438579559326172,0.007904875092208385
33,8.580736637115479,4.260476779937744,12.33376407623291,4.251255655288697,0.009221146814525127,12.324785232543945,0.008979298174381256
34,8.888319253921509,4.179161262512207,12.783926963806152,4.170309972763062,0.008851264975965023,12.775415420532227,0.008511386811733246
35,8.878168821334839,4.067931890487671,13.81016731262207,4.059758424758911,0.00817349823191762,13.80306625366211,0.007101389579474926
36,8.809789657592773,3.873315191268921,14.101619720458984,3.865730619430542,0.007584577053785324,14.094134330749512,0.007485628128051758
37,8.89458680152893,3.757850694656372,13.629129409790039,3.7502811431884764,0.007569540943950415,13.622373580932617,0.006756197661161423
38,9.111688375473022,3.69207649230957,13.934504508972168,3.684163951873779,0.00791257554665208,13.925393104553223,0.00911168847233057
39,9.279747009277344,3.649985694885254,14.374628067016602,3.6426745891571044,0.00731110367923975,14.368463516235352,0.006164477206766605
40,9.642273426055908,3.5517438888549804,15.213972091674805,3.544093465805054,0.007650460675358772,15.207263946533203,0.006708348635584116
41,9.444892406463623,3.413381481170654,16.188098907470703,3.4073785305023194,0.006002939771860838,16.181169509887695,0.006928923074156046
