epoch,time,train_loss,val_loss,train_loss_q,train_loss_reg,val_loss_q,val_loss_reg
0,8.28898572921753,353.0396331787109,169.32528686523438,353.0076477050781,0.031986181437969205,169.30087280273438,0.02441299892961979
1,8.087156295776367,167.08116455078124,124.63365936279297,167.05850524902343,0.022660188749432562,124.61322784423828,0.020434144884347916
2,8.161605834960938,126.05906219482422,108.2869873046875,126.03365478515624,0.02540450245141983,108.25322723388672,0.03376355022192001
3,8.313331127166748,100.38228302001953,90.90748596191406,100.34382629394531,0.038456141203641894,90.86119842529297,0.04628797248005867
4,8.252219915390015,85.2713638305664,48.113887786865234,85.2209716796875,0.05039368122816086,48.06467056274414,0.04921695590019226
5,8.107359886169434,56.92431640625,35.85830307006836,56.87212600708008,0.05219009220600128,35.806400299072266,0.05190202221274376
6,8.168306827545166,45.673316192626956,36.266258239746094,45.6188362121582,0.054480142146348956,36.21210861206055,0.054148003458976746
7,8.33622431755066,40.774584197998045,22.851978302001953,40.72239379882812,0.05219010263681412,22.80630111694336,0.0456768237054348
8,8.241503477096558,31.287830352783203,26.773059844970703,31.240010833740236,0.04781978875398636,26.731924057006836,0.04113548621535301
9,8.160624742507935,28.56523551940918,17.626314163208008,28.522200775146484,0.04303454309701919,17.58586311340332,0.040451668202877045
10,8.24517560005188,23.253728485107423,19.189556121826172,23.216718673706055,0.0370099388062954,19.15300941467285,0.036545831710100174
11,8.36178207397461,21.021018981933594,14.291772842407227,20.984233856201172,0.0367849200963974,14.25564193725586,0.0361308678984642
12,8.400135517120361,18.274202156066895,13.814294815063477,18.23911609649658,0.035085951536893846,13.781411170959473,0.0328839085996151
13,8.192548751831055,16.101418113708498,12.511575698852539,16.07087802886963,0.03054030053317547,12.481523513793945,0.030052222311496735
14,8.455409526824951,14.718803405761719,11.220586776733398,14.68956642150879,0.02923690266907215,11.190584182739258,0.030002864077687263
15,8.428106546401978,12.832401275634766,10.80655288696289,12.803257369995118,0.02914390675723553,10.78026008605957,0.026292597874999046
16,8.290987014770508,11.950035667419433,10.065143585205078,11.92198543548584,0.028050193190574647,10.037044525146484,0.028099145740270615
17,8.206790924072266,10.74763126373291,9.35718059539795,10.722881317138672,0.02474970929324627,9.332792282104492,0.02438819408416748
18,8.345377922058105,10.171880912780761,10.441056251525879,10.146413421630859,0.025467344745993614,10.418181419372559,0.02287481166422367
19,8.510228395462036,9.74059238433838,8.397394180297852,9.717497825622559,0.023094546794891358,8.376691818237305,0.02070195972919464
20,8.321598291397095,8.835725688934327,9.454877853393555,8.813910293579102,0.02181532047688961,9.436518669128418,0.018358753994107246
21,8.282950401306152,8.574464035034179,7.8682684898376465,8.555109405517578,0.019354727864265443,7.8502516746521,0.018016774207353592
22,8.407589197158813,7.991794013977051,8.582833290100098,7.973079013824463,0.018714933097362517,8.562326431274414,0.020506925880908966
23,8.560168027877808,7.6878759384155275,7.440814971923828,7.669439220428467,0.018436693400144578,7.423823356628418,0.01699163392186165
24,8.366233587265015,7.201021289825439,7.745914936065674,7.183800601959229,0.01722077466547489,7.729435920715332,0.01647878624498844
25,8.332092046737671,6.85829792022705,7.436578750610352,6.84188756942749,0.01641037464141846,7.421271800994873,0.0153068071231246
26,8.3489830493927,6.566512870788574,7.814157485961914,6.551474571228027,0.015038349293172359,7.7959699630737305,0.018187381327152252
27,8.62032961845398,6.301265716552734,7.573659420013428,6.284699249267578,0.016566427052021028,7.5589141845703125,0.014745432883501053
28,8.392436027526855,6.025569057464599,7.65153694152832,6.0107114791870115,0.014857649803161621,7.635448932647705,0.016087835654616356
29,8.277415752410889,5.790851402282715,7.4801249504089355,5.775559329986573,0.015292069502174854,7.465672492980957,0.014452291652560234
